"txn_id","account_id","txn_reference_no","txn_date","txn_type","dr_cr_flag","amount","balance_after_txn","channel_code","narration","counterparty_reference"
"TXN00000650","ACC00000102","000650","2026-04-22 06:21:59","TRANSFER","CR","15459.76","-10821.1","MOBILE","TXN","S000650"
"TXN00000651","ACC00000102","000651","2026-05-26 06:21:59","NEFT","CR","46613.26","56825.51","NETBANKING","TXN","S000651"
"TXN00000652","ACC00000102","000652","2026-05-09 06:21:59","CHEQUE","CR","25529.46","299238.86","ATM","TXN","S000652"
"TXN00000653","ACC00000103","000653","2026-03-19 06:21:59","NEFT","CR","46333.29","83294.08","MOBILE","TXN","S000653"
"TXN00000654","ACC00000103","000654","2026-04-25 06:21:59","NEFT","DR","34903.82","93731.88","NETBANKING","TXN","S000654"
"TXN00000655","ACC00000103","000655","2026-03-15 06:21:59","TRANSFER","DR","12788.97","268087.99","BRANCH","TXN","S000655"
"TXN00000656","ACC00000104","000656","2026-05-27 06:21:59","CHEQUE","DR","32255.43","168716.81","IVR","TXN","S000656"
"TXN00000657","ACC00000104","000657","2026-05-31 06:21:59","NEFT","DR","43812.71","406362.26","ATM","TXN","S000657"
"TXN00000658","ACC00000104","000658","2026-03-14 06:21:59","TRANSFER","CR","25082.28","312167.33","NETBANKING","TXN","S000658"
"TXN00000659","ACC00000105","000659","2026-04-19 06:21:59","TRANSFER","DR","5552.78","377180.11","ATM","TXN","S000659"
"TXN00000660","ACC00000105","000660","2026-05-23 06:21:59","CHEQUE","CR","37461.63","334454.95","MOBILE","TXN","S000660"
"TXN00000661","ACC00000105","000661","2026-05-20 06:21:59","UPI","CR","178.77","375559.0","NETBANKING","TXN","S000661"
"TXN00000662","ACC00000105","000662","2026-04-04 06:21:59","CHEQUE","CR","32760.61","43848.84","ATM","TXN","S000662"
"TXN00000663","ACC00000105","000663","2026-05-18 06:21:59","NEFT","DR","9981.22","226437.56","MOBILE","TXN","S000663"
"TXN00000664","ACC00000105","000664","2026-04-14 06:21:59","UPI","DR","9363.34","362453.65","BRANCH","TXN","S000664"
"TXN00000665","ACC00000105","000665","2026-05-08 06:21:59","TRANSFER","CR","22092.45","10057.5","BRANCH","TXN","S000665"
"TXN00000666","ACC00000106","000666","2026-05-04 06:21:59","RTGS","DR","18948.65","-14655.66","MOBILE","TXN","S000666"
"TXN00000667","ACC00000106","000667","2026-03-28 06:21:59","UPI","DR","23947.07","-44771.38","ATM","TXN","S000667"
"TXN00000668","ACC00000106","000668","2026-06-10 06:21:59","TRANSFER","DR","4932.41","385482.6","NETBANKING","TXN","S000668"
"TXN00000669","ACC00000106","000669","2026-03-25 06:21:59","CHEQUE","CR","46613.21","366301.4","IVR","TXN","S000669"
"TXN00000670","ACC00000107","000670","2026-04-28 06:21:59","RTGS","CR","34124.81","499694.82","BRANCH","TXN","S000670"
"TXN00000671","ACC00000107","000671","2026-04-25 06:21:59","UPI","CR","18983.94","486417.78","ATM","TXN","S000671"
"TXN00000672","ACC00000107","000672","2026-05-29 06:21:59","CHEQUE","DR","22900.27","348871.1","BRANCH","TXN","S000672"
"TXN00000673","ACC00000107","000673","2026-06-07 06:21:59","RTGS","DR","43463.36","473084.07","BRANCH","TXN","S000673"
"TXN00000674","ACC00000107","000674","2026-04-24 06:21:59","CHEQUE","CR","30955.75","233202.7","BRANCH","TXN","S000674"
"TXN00000675","ACC00000107","000675","2026-06-10 06:21:59","RTGS","CR","929.85","430388.97","ATM","TXN","S000675"
"TXN00000676","ACC00000107","000676","2026-03-16 06:21:59","CHEQUE","CR","11754.58","170090.85","IVR","TXN","S000676"
"TXN00000677","ACC00000107","000677","2026-05-31 06:21:59","CHEQUE","CR","21453.02","492779.3","MOBILE","TXN","S000677"
"TXN00000678","ACC00000107","000678","2026-04-22 06:21:59","NEFT","CR","30397.97","428422.3","IVR","TXN","S000678"
"TXN00000679","ACC00000108","000679","2026-05-25 06:21:59","RTGS","CR","39861.36","407794.76","IVR","TXN","S000679"
"TXN00000680","ACC00000108","000680","2026-04-12 06:21:59","UPI","DR","44830.79","215192.7","IVR","TXN","S000680"
"TXN00000681","ACC00000108","000681","2026-05-11 06:21:59","UPI","DR","10660.88","8008.32","MOBILE","TXN","S000681"
"TXN00000682","ACC00000109","000682","2026-04-30 06:21:59","NEFT","CR","38338.81","345546.24","NETBANKING","TXN","S000682"
"TXN00000683","ACC00000109","000683","2026-03-17 06:21:59","TRANSFER","DR","33307.27","298451.5","NETBANKING","TXN","S000683"
"TXN00000684","ACC00000109","000684","2026-05-30 06:21:59","TRANSFER","CR","43609.84","371485.56","IVR","TXN","S000684"
"TXN00000685","ACC00000109","000685","2026-06-02 06:21:59","CHEQUE","CR","18912.82","309655.81","IVR","TXN","S000685"
"TXN00000686","ACC00000109","000686","2026-04-16 06:21:59","UPI","DR","11255.19","110037.08","MOBILE","TXN","S000686"
"TXN00000687","ACC00000110","000687","2026-04-28 06:21:59","UPI","DR","37256.43","265061.46","BRANCH","TXN","S000687"
"TXN00000688","ACC00000110","000688","2026-05-01 06:21:59","UPI","CR","28888.15","120939.4","IVR","TXN","S000688"
"TXN00000689","ACC00000110","000689","2026-04-03 06:21:59","CHEQUE","DR","42371.22","125803.64","ATM","TXN","S000689"
"TXN00000690","ACC00000110","000690","2026-03-16 06:21:59","TRANSFER","DR","26035.59","274926.79","MOBILE","TXN","S000690"
"TXN00000691","ACC00000111","000691","2026-06-09 06:21:59","RTGS","CR","15864.72","410469.16","NETBANKING","TXN","S000691"
"TXN00000692","ACC00000111","000692","2026-03-15 06:21:59","RTGS","CR","7456.53","30228.88","MOBILE","TXN","S000692"
"TXN00000693","ACC00000111","000693","2026-03-26 06:21:59","UPI","CR","15513.68","100398.9","IVR","TXN","S000693"
"TXN00000694","ACC00000111","000694","2026-04-10 06:21:59","CHEQUE","DR","24801.77","-17653.08","ATM","TXN","S000694"
"TXN00000695","ACC00000111","000695","2026-05-22 06:21:59","NEFT","DR","42418.69","335224.08","MOBILE","TXN","S000695"
"TXN00000696","ACC00000111","000696","2026-05-19 06:21:59","RTGS","CR","36397.03","491414.25","BRANCH","TXN","S000696"
"TXN00000697","ACC00000111","000697","2026-06-08 06:21:59","CHEQUE","CR","16936.77","494672.86","NETBANKING","TXN","S000697"
"TXN00000698","ACC00000111","000698","2026-04-21 06:21:59","RTGS","DR","26439.44","105300.25","BRANCH","TXN","S000698"
"TXN00000699","ACC00000111","000699","2026-03-13 06:21:59","RTGS","CR","4956.25","363746.56","IVR","TXN","S000699"
"TXN00000700","ACC00000112","000700","2026-05-03 06:21:59","TRANSFER","CR","32766.24","25658.53","NETBANKING","TXN","S000700"
"TXN00000701","ACC00000112","000701","2026-05-04 06:21:59","NEFT","DR","10567.34","354425.39","MOBILE","TXN","S000701"
"TXN00000702","ACC00000112","000702","2026-04-25 06:21:59","NEFT","DR","33948.06","157105.69","NETBANKING","TXN","S000702"
"TXN00000703","ACC00000113","000703","2026-06-03 06:21:59","CHEQUE","DR","17843.63","48798.08","MOBILE","TXN","S000703"
"TXN00000704","ACC00000113","000704","2026-05-26 06:21:59","NEFT","CR","29710.28","294834.9","NETBANKING","TXN","S000704"
"TXN00000705","ACC00000113","000705","2026-05-10 06:21:59","CHEQUE","DR","6028.25","218744.24","IVR","TXN","S000705"
"TXN00000706","ACC00000113","000706","2026-05-19 06:21:59","UPI","CR","38814.91","377751.95","NETBANKING","TXN","S000706"
"TXN00000707","ACC00000113","000707","2026-05-06 06:21:59","UPI","CR","18429.42","14145.2","MOBILE","TXN","S000707"
"TXN00000708","ACC00000114","000708","2026-03-20 06:21:59","TRANSFER","DR","1249.04","493042.13","NETBANKING","TXN","S000708"
"TXN00000709","ACC00000114","000709","2026-05-06 06:21:59","NEFT","DR","39737.75","161177.93","NETBANKING","TXN","S000709"
"TXN00000710","ACC00000114","000710","2026-05-03 06:21:59","UPI","DR","5062.12","342572.48","IVR","TXN","S000710"
"TXN00000711","ACC00000114","000711","2026-05-18 06:21:59","UPI","CR","40662.11","166588.1","IVR","TXN","S000711"
"TXN00000712","ACC00000114","000712","2026-04-04 06:21:59","TRANSFER","CR","3290.19","246439.98","MOBILE","TXN","S000712"
"TXN00000713","ACC00000114","000713","2026-05-15 06:21:59","TRANSFER","DR","9115.14","332368.74","MOBILE","TXN","S000713"
"TXN00000714","ACC00000114","000714","2026-03-31 06:21:59","UPI","CR","40045.6","-28471.26","IVR","TXN","S000714"
"TXN00000715","ACC00000114","000715","2026-05-15 06:21:59","RTGS","DR","4482.26","418297.56","MOBILE","TXN","S000715"
"TXN00000716","ACC00000114","000716","2026-05-31 06:21:59","RTGS","DR","25356.8","481451.89","BRANCH","TXN","S000716"
"TXN00000717","ACC00000114","000717","2026-04-17 06:21:59","UPI","DR","12492.02","470418.04","IVR","TXN","S000717"
"TXN00000718","ACC00000115","000718","2026-03-18 06:21:59","CHEQUE","CR","7078.77","332305.82","IVR","TXN","S000718"
"TXN00000719","ACC00000115","000719","2026-04-26 06:21:59","UPI","DR","34427.72","80405.2","BRANCH","TXN","S000719"
"TXN00000720","ACC00000115","000720","2026-05-23 06:21:59","NEFT","CR","42818.65","476582.61","IVR","TXN","S000720"
"TXN00000721","ACC00000115","000721","2026-04-01 06:21:59","RTGS","DR","29629.98","20670.66","IVR","TXN","S000721"
"TXN00000722","ACC00000115","000722","2026-04-17 06:21:59","RTGS","DR","27537.45","159980.27","BRANCH","TXN","S000722"
"TXN00000723","ACC00000115","000723","2026-04-20 06:21:59","RTGS","CR","4254.38","322089.12","BRANCH","TXN","S000723"
"TXN00000724","ACC00000115","000724","2026-04-03 06:21:59","RTGS","DR","3620.85","497447.6","BRANCH","TXN","S000724"
"TXN00000725","ACC00000116","000725","2026-03-30 06:21:59","NEFT","DR","21042.35","123998.19","NETBANKING","TXN","S000725"
"TXN00000726","ACC00000116","000726","2026-04-23 06:21:59","NEFT","DR","48204.48","-7361.47","MOBILE","TXN","S000726"
"TXN00000727","ACC00000116","000727","2026-04-03 06:21:59","CHEQUE","DR","34230.56","-13722.35","MOBILE","TXN","S000727"
"TXN00000728","ACC00000116","000728","2026-04-25 06:21:59","NEFT","CR","38925.74","427870.45","BRANCH","TXN","S000728"
"TXN00000729","ACC00000116","000729","2026-05-06 06:21:59","NEFT","DR","4987.55","158247.79","MOBILE","TXN","S000729"
"TXN00000730","ACC00000116","000730","2026-05-26 06:21:59","RTGS","DR","26371.14","273854.88","NETBANKING","TXN","S000730"
"TXN00000731","ACC00000116","000731","2026-05-29 06:21:59","RTGS","CR","35052.73","253348.23","IVR","TXN","S000731"
"TXN00000732","ACC00000116","000732","2026-05-29 06:21:59","CHEQUE","DR","8620.3","49369.87","IVR","TXN","S000732"
"TXN00000733","ACC00000117","000733","2026-04-10 06:21:59","TRANSFER","DR","13027.15","342272.46","BRANCH","TXN","S000733"
"TXN00000734","ACC00000117","000734","2026-05-23 06:21:59","RTGS","CR","28421.28","-20924.46","ATM","TXN","S000734"
"TXN00000735","ACC00000117","000735","2026-05-10 06:21:59","NEFT","CR","35368.66","191428.0","ATM","TXN","S000735"
"TXN00000736","ACC00000117","000736","2026-04-12 06:21:59","CHEQUE","CR","13863.57","236327.06","BRANCH","TXN","S000736"
"TXN00000737","ACC00000117","000737","2026-05-02 06:21:59","CHEQUE","DR","47377.99","373818.12","MOBILE","TXN","S000737"
"TXN00000738","ACC00000117","000738","2026-03-21 06:21:59","NEFT","DR","3926.99","469676.82","BRANCH","TXN","S000738"
"TXN00000739","ACC00000117","000739","2026-03-29 06:21:59","RTGS","DR","4320.8","254787.88","NETBANKING","TXN","S000739"
"TXN00000740","ACC00000117","000740","2026-06-09 06:21:59","NEFT","CR","33883.95","213810.77","IVR","TXN","S000740"
"TXN00000741","ACC00000117","000741","2026-03-15 06:21:59","TRANSFER","DR","20333.03","54601.2","MOBILE","TXN","S000741"
"TXN00000742","ACC00000118","000742","2026-03-13 06:21:59","TRANSFER","CR","12286.89","326242.96","MOBILE","TXN","S000742"
"TXN00000743","ACC00000118","000743","2026-03-25 06:21:59","TRANSFER","CR","48235.9","447089.24","BRANCH","TXN","S000743"
"TXN00000744","ACC00000118","000744","2026-06-01 06:21:59","TRANSFER","CR","41986.51","144310.34","MOBILE","TXN","S000744"
"TXN00000745","ACC00000118","000745","2026-04-17 06:21:59","RTGS","CR","19016.83","483350.62","ATM","TXN","S000745"
"TXN00000746","ACC00000118","000746","2026-03-16 06:21:59","UPI","DR","41603.15","109535.61","NETBANKING","TXN","S000746"
"TXN00000747","ACC00000118","000747","2026-05-04 06:21:59","TRANSFER","CR","10731.99","166491.81","ATM","TXN","S000747"
"TXN00000748","ACC00000118","000748","2026-03-20 06:21:59","TRANSFER","DR","46777.18","416593.48","MOBILE","TXN","S000748"
"TXN00000749","ACC00000118","000749","2026-04-26 06:21:59","RTGS","DR","30814.96","114092.86","MOBILE","TXN","S000749"
"TXN00000750","ACC00000118","000750","2026-06-10 06:21:59","NEFT","CR","44520.79","171137.45","MOBILE","TXN","S000750"
"TXN00000751","ACC00000119","000751","2026-04-16 06:21:59","TRANSFER","CR","9957.47","232875.23","BRANCH","TXN","S000751"
"TXN00000752","ACC00000119","000752","2026-04-19 06:21:59","UPI","DR","45664.14","35596.72","ATM","TXN","S000752"
"TXN00000753","ACC00000119","000753","2026-05-13 06:21:59","RTGS","CR","19828.41","150472.63","BRANCH","TXN","S000753"
"TXN00000754","ACC00000119","000754","2026-04-03 06:21:59","CHEQUE","CR","5523.88","310953.8","NETBANKING","TXN","S000754"
"TXN00000755","ACC00000120","000755","2026-05-24 06:21:59","UPI","CR","37379.85","147580.21","BRANCH","TXN","S000755"
"TXN00000756","ACC00000120","000756","2026-05-27 06:21:59","NEFT","DR","14316.5","167000.3","ATM","TXN","S000756"
"TXN00000757","ACC00000120","000757","2026-06-06 06:21:59","CHEQUE","DR","33343.62","477834.37","ATM","TXN","S000757"
"TXN00000758","ACC00000120","000758","2026-05-26 06:21:59","CHEQUE","CR","24504.48","389901.05","BRANCH","TXN","S000758"
"TXN00000759","ACC00000120","000759","2026-04-30 06:21:59","CHEQUE","CR","25142.74","22279.72","MOBILE","TXN","S000759"
"TXN00000760","ACC00000121","000760","2026-05-25 06:21:59","UPI","DR","17271.62","372061.72","BRANCH","TXN","S000760"
"TXN00000761","ACC00000121","000761","2026-06-04 06:21:59","TRANSFER","CR","21540.29","355587.36","NETBANKING","TXN","S000761"
"TXN00000762","ACC00000121","000762","2026-04-10 06:21:59","UPI","CR","14182.95","368494.94","BRANCH","TXN","S000762"
"TXN00000763","ACC00000122","000763","2026-04-06 06:21:59","UPI","DR","12548.39","425291.74","BRANCH","TXN","S000763"
"TXN00000764","ACC00000122","000764","2026-03-17 06:21:59","UPI","CR","10000.78","335629.72","IVR","TXN","S000764"
"TXN00000765","ACC00000122","000765","2026-03-24 06:21:59","TRANSFER","DR","9514.58","295899.35","BRANCH","TXN","S000765"
"TXN00000766","ACC00000122","000766","2026-05-12 06:21:59","UPI","DR","6701.56","100623.9","BRANCH","TXN","S000766"
"TXN00000767","ACC00000122","000767","2026-05-23 06:21:59","NEFT","CR","981.3","14.49","MOBILE","TXN","S000767"
"TXN00000768","ACC00000123","000768","2026-04-19 06:21:59","NEFT","CR","35037.93","71976.38","NETBANKING","TXN","S000768"
"TXN00000769","ACC00000123","000769","2026-04-10 06:21:59","UPI","DR","25542.2","117359.49","ATM","TXN","S000769"
"TXN00000770","ACC00000123","000770","2026-04-25 06:21:59","CHEQUE","CR","47155.64","85832.75","MOBILE","TXN","S000770"
"TXN00000771","ACC00000123","000771","2026-05-18 06:21:59","RTGS","DR","126.74","66587.65","NETBANKING","TXN","S000771"
"TXN00000772","ACC00000123","000772","2026-05-06 06:21:59","RTGS","DR","21602.29","471580.5","ATM","TXN","S000772"
"TXN00000773","ACC00000123","000773","2026-04-29 06:21:59","UPI","CR","5665.28","325628.83","BRANCH","TXN","S000773"
"TXN00000774","ACC00000123","000774","2026-04-29 06:21:59","RTGS","CR","37090.48","358612.61","IVR","TXN","S000774"
"TXN00000775","ACC00000123","000775","2026-04-04 06:21:59","RTGS","CR","11988.79","65518.32","NETBANKING","TXN","S000775"
"TXN00000776","ACC00000123","000776","2026-05-30 06:21:59","TRANSFER","DR","6611.22","16194.89","IVR","TXN","S000776"
"TXN00000777","ACC00000124","000777","2026-05-17 06:21:59","UPI","CR","46282.48","467999.9","IVR","TXN","S000777"
"TXN00000778","ACC00000124","000778","2026-04-28 06:21:59","NEFT","CR","36295.0","243456.65","BRANCH","TXN","S000778"
"TXN00000779","ACC00000124","000779","2026-06-05 06:21:59","TRANSFER","DR","9666.17","341381.72","IVR","TXN","S000779"
"TXN00000780","ACC00000124","000780","2026-04-27 06:21:59","UPI","CR","22479.26","450967.05","MOBILE","TXN","S000780"
"TXN00000781","ACC00000124","000781","2026-04-10 06:21:59","TRANSFER","CR","26235.76","384986.85","BRANCH","TXN","S000781"
"TXN00000782","ACC00000124","000782","2026-03-26 06:21:59","NEFT","CR","34865.64","109311.0","IVR","TXN","S000782"
"TXN00000783","ACC00000125","000783","2026-03-14 06:21:59","CHEQUE","DR","37061.69","222264.25","IVR","TXN","S000783"
"TXN00000784","ACC00000125","000784","2026-04-06 06:21:59","TRANSFER","DR","8359.36","161282.73","NETBANKING","TXN","S000784"
"TXN00000785","ACC00000125","000785","2026-04-20 06:21:59","UPI","CR","10425.54","38001.68","BRANCH","TXN","S000785"
"TXN00000786","ACC00000126","000786","2026-04-06 06:21:59","TRANSFER","CR","25240.51","92359.04","BRANCH","TXN","S000786"
"TXN00000787","ACC00000126","000787","2026-05-04 06:21:59","NEFT","CR","27652.33","73161.2","IVR","TXN","S000787"
"TXN00000788","ACC00000126","000788","2026-05-11 06:21:59","NEFT","CR","2050.62","468125.3","ATM","TXN","S000788"
"TXN00000789","ACC00000127","000789","2026-05-07 06:21:59","NEFT","DR","32156.41","494244.95","BRANCH","TXN","S000789"
"TXN00000790","ACC00000127","000790","2026-04-03 06:21:59","RTGS","DR","169.86","297975.58","ATM","TXN","S000790"
"TXN00000791","ACC00000127","000791","2026-04-30 06:21:59","TRANSFER","DR","47326.75","95221.0","BRANCH","TXN","S000791"
"TXN00000792","ACC00000127","000792","2026-04-19 06:21:59","UPI","CR","16299.29","294275.42","MOBILE","TXN","S000792"
"TXN00000793","ACC00000127","000793","2026-04-26 06:21:59","RTGS","DR","36550.79","47204.38","MOBILE","TXN","S000793"
"TXN00000794","ACC00000128","000794","2026-03-14 06:21:59","RTGS","CR","47288.25","428514.18","IVR","TXN","S000794"
"TXN00000795","ACC00000128","000795","2026-04-01 06:21:59","NEFT","DR","40860.67","128344.67","BRANCH","TXN","S000795"
"TXN00000796","ACC00000128","000796","2026-03-28 06:21:59","NEFT","CR","7866.51","351396.55","NETBANKING","TXN","S000796"
"TXN00000797","ACC00000128","000797","2026-04-24 06:21:59","UPI","DR","45118.19","222778.65","NETBANKING","TXN","S000797"
"TXN00000798","ACC00000129","000798","2026-05-19 06:21:59","NEFT","DR","28525.93","306160.35","MOBILE","TXN","S000798"
"TXN00000799","ACC00000129","000799","2026-05-02 06:21:59","CHEQUE","DR","44274.13","328051.75","BRANCH","TXN","S000799"
"TXN00000800","ACC00000129","000800","2026-06-02 06:21:59","NEFT","DR","3695.23","200263.29","NETBANKING","TXN","S000800"
"TXN00000801","ACC00000129","000801","2026-05-29 06:21:59","UPI","DR","36365.55","281811.43","NETBANKING","TXN","S000801"
"TXN00000802","ACC00000129","000802","2026-04-22 06:21:59","UPI","DR","5590.77","369895.17","MOBILE","TXN","S000802"
"TXN00000803","ACC00000130","000803","2026-05-10 06:21:59","TRANSFER","DR","13456.06","-42576.7","MOBILE","TXN","S000803"
"TXN00000804","ACC00000130","000804","2026-05-28 06:21:59","UPI","CR","42650.74","61276.9","NETBANKING","TXN","S000804"
"TXN00000805","ACC00000130","000805","2026-03-30 06:21:59","RTGS","CR","40791.7","132465.98","BRANCH","TXN","S000805"
"TXN00000806","ACC00000130","000806","2026-05-10 06:21:59","RTGS","DR","27221.97","295117.22","MOBILE","TXN","S000806"
"TXN00000807","ACC00000130","000807","2026-06-08 06:21:59","RTGS","DR","5230.48","6411.35","NETBANKING","TXN","S000807"
"TXN00000808","ACC00000131","000808","2026-06-10 06:21:59","CHEQUE","DR","1297.64","161960.68","ATM","TXN","S000808"
"TXN00000809","ACC00000131","000809","2026-03-19 06:21:59","CHEQUE","CR","11371.63","327721.46","MOBILE","TXN","S000809"
"TXN00000810","ACC00000131","000810","2026-04-09 06:21:59","NEFT","DR","49539.33","5954.94","ATM","TXN","S000810"
"TXN00000811","ACC00000131","000811","2026-04-26 06:21:59","UPI","DR","30823.27","148271.43","MOBILE","TXN","S000811"
"TXN00000812","ACC00000131","000812","2026-06-05 06:21:59","TRANSFER","DR","8985.58","134164.24","BRANCH","TXN","S000812"
"TXN00000813","ACC00000132","000813","2026-05-22 06:21:59","RTGS","CR","31275.44","141612.13","MOBILE","TXN","S000813"
"TXN00000814","ACC00000132","000814","2026-05-07 06:21:59","RTGS","CR","33120.41","395895.68","MOBILE","TXN","S000814"
"TXN00000815","ACC00000132","000815","2026-06-10 06:21:59","NEFT","DR","38911.42","126140.8","NETBANKING","TXN","S000815"
"TXN00000816","ACC00000132","000816","2026-04-14 06:21:59","UPI","CR","40751.02","267813.58","ATM","TXN","S000816"
"TXN00000817","ACC00000132","000817","2026-05-23 06:21:59","NEFT","DR","16220.37","50029.78","NETBANKING","TXN","S000817"
"TXN00000818","ACC00000132","000818","2026-04-26 06:21:59","CHEQUE","CR","24760.9","331381.46","NETBANKING","TXN","S000818"
"TXN00000819","ACC00000132","000819","2026-03-25 06:21:59","NEFT","CR","6997.24","160751.87","IVR","TXN","S000819"
"TXN00000820","ACC00000132","000820","2026-04-08 06:21:59","NEFT","CR","26670.47","161544.99","IVR","TXN","S000820"
"TXN00000821","ACC00000132","000821","2026-04-18 06:21:59","NEFT","DR","35184.36","148940.19","BRANCH","TXN","S000821"
"TXN00000822","ACC00000133","000822","2026-04-25 06:21:59","UPI","CR","47885.03","-17232.44","ATM","TXN","S000822"
"TXN00000823","ACC00000133","000823","2026-04-25 06:21:59","NEFT","DR","14805.39","409388.78","IVR","TXN","S000823"
"TXN00000824","ACC00000133","000824","2026-04-18 06:21:59","NEFT","DR","10615.79","-19273.88","BRANCH","TXN","S000824"
"TXN00000825","ACC00000134","000825","2026-03-13 06:21:59","UPI","DR","18935.29","332867.39","NETBANKING","TXN","S000825"
"TXN00000826","ACC00000134","000826","2026-04-24 06:21:59","TRANSFER","DR","35099.95","-9426.34","IVR","TXN","S000826"
"TXN00000827","ACC00000134","000827","2026-05-21 06:21:59","NEFT","DR","7429.64","-6553.69","MOBILE","TXN","S000827"
"TXN00000828","ACC00000134","000828","2026-06-09 06:21:59","NEFT","CR","7570.89","208370.61","BRANCH","TXN","S000828"
"TXN00000829","ACC00000135","000829","2026-04-11 06:21:59","CHEQUE","CR","36155.62","379768.3","MOBILE","TXN","S000829"
"TXN00000830","ACC00000135","000830","2026-05-05 06:21:59","UPI","DR","7878.78","282295.48","BRANCH","TXN","S000830"
"TXN00000831","ACC00000135","000831","2026-04-07 06:21:59","CHEQUE","DR","642.29","323946.95","NETBANKING","TXN","S000831"
"TXN00000832","ACC00000135","000832","2026-04-01 06:21:59","TRANSFER","CR","45965.6","118318.68","BRANCH","TXN","S000832"
"TXN00000833","ACC00000135","000833","2026-04-17 06:21:59","UPI","DR","13664.2","236825.57","BRANCH","TXN","S000833"
"TXN00000834","ACC00000135","000834","2026-05-14 06:21:59","NEFT","CR","30990.28","165760.03","IVR","TXN","S000834"
"TXN00000835","ACC00000135","000835","2026-03-25 06:21:59","CHEQUE","DR","40846.29","212578.95","NETBANKING","TXN","S000835"
"TXN00000836","ACC00000136","000836","2026-05-20 06:21:59","CHEQUE","DR","40186.63","57101.82","MOBILE","TXN","S000836"
"TXN00000837","ACC00000136","000837","2026-05-28 06:21:59","RTGS","DR","18198.81","-34573.13","ATM","TXN","S000837"
"TXN00000838","ACC00000136","000838","2026-05-21 06:21:59","TRANSFER","DR","3359.43","-43962.64","ATM","TXN","S000838"
"TXN00000839","ACC00000136","000839","2026-05-17 06:21:59","UPI","DR","31955.61","82184.33","MOBILE","TXN","S000839"
"TXN00000840","ACC00000136","000840","2026-03-30 06:21:59","CHEQUE","DR","28230.59","-24875.66","ATM","TXN","S000840"
"TXN00000841","ACC00000136","000841","2026-05-30 06:21:59","RTGS","CR","523.09","363423.69","NETBANKING","TXN","S000841"
"TXN00000842","ACC00000136","000842","2026-04-07 06:21:59","CHEQUE","DR","15792.17","349128.47","BRANCH","TXN","S000842"
"TXN00000843","ACC00000136","000843","2026-03-13 06:21:59","TRANSFER","DR","16632.78","5551.59","BRANCH","TXN","S000843"
"TXN00000844","ACC00000136","000844","2026-06-07 06:21:59","UPI","CR","23899.96","109565.66","BRANCH","TXN","S000844"
"TXN00000845","ACC00000137","000845","2026-05-31 06:21:59","NEFT","DR","47645.63","436421.14","BRANCH","TXN","S000845"
"TXN00000846","ACC00000137","000846","2026-05-21 06:21:59","NEFT","CR","22429.26","136461.39","ATM","TXN","S000846"
"TXN00000847","ACC00000137","000847","2026-03-23 06:21:59","CHEQUE","CR","2096.64","81510.85","IVR","TXN","S000847"
"TXN00000848","ACC00000137","000848","2026-03-25 06:21:59","TRANSFER","DR","47904.98","295284.31","NETBANKING","TXN","S000848"
"TXN00000849","ACC00000137","000849","2026-05-29 06:21:59","RTGS","DR","7216.86","250924.83","MOBILE","TXN","S000849"
"TXN00000850","ACC00000137","000850","2026-04-08 06:21:59","NEFT","DR","22794.91","463730.78","BRANCH","TXN","S000850"
"TXN00000851","ACC00000137","000851","2026-06-02 06:21:59","RTGS","CR","28867.93","-923.92","BRANCH","TXN","S000851"
"TXN00000852","ACC00000137","000852","2026-04-13 06:21:59","RTGS","CR","49308.55","369730.5","NETBANKING","TXN","S000852"
"TXN00000853","ACC00000137","000853","2026-03-19 06:21:59","TRANSFER","DR","46997.49","218542.45","ATM","TXN","S000853"
"TXN00000854","ACC00000137","000854","2026-05-05 06:21:59","TRANSFER","CR","20510.76","454427.06","BRANCH","TXN","S000854"
"TXN00000855","ACC00000138","000855","2026-04-25 06:21:59","CHEQUE","CR","18746.79","228268.34","ATM","TXN","S000855"
"TXN00000856","ACC00000138","000856","2026-03-15 06:21:59","UPI","DR","31068.62","357573.41","BRANCH","TXN","S000856"
"TXN00000857","ACC00000138","000857","2026-03-13 06:21:59","UPI","DR","7812.66","109863.33","BRANCH","TXN","S000857"
"TXN00000858","ACC00000138","000858","2026-03-30 06:21:59","NEFT","CR","42706.08","163522.65","NETBANKING","TXN","S000858"
"TXN00000859","ACC00000138","000859","2026-03-17 06:21:59","CHEQUE","DR","17512.0","303366.47","NETBANKING","TXN","S000859"
"TXN00000860","ACC00000138","000860","2026-05-28 06:21:59","UPI","DR","9095.64","454603.19","NETBANKING","TXN","S000860"
"TXN00000861","ACC00000138","000861","2026-04-16 06:21:59","UPI","DR","20135.87","124506.67","IVR","TXN","S000861"
"TXN00000862","ACC00000138","000862","2026-04-09 06:21:59","CHEQUE","DR","35144.31","12879.54","NETBANKING","TXN","S000862"
"TXN00000863","ACC00000138","000863","2026-06-06 06:21:59","NEFT","DR","47431.83","302119.01","ATM","TXN","S000863"
"TXN00000864","ACC00000138","000864","2026-03-30 06:21:59","CHEQUE","DR","49391.76","-15679.86","ATM","TXN","S000864"
"TXN00000865","ACC00000139","000865","2026-04-11 06:21:59","UPI","DR","2798.47","473954.76","NETBANKING","TXN","S000865"
"TXN00000866","ACC00000139","000866","2026-05-07 06:21:59","UPI","CR","31820.8","27955.84","ATM","TXN","S000866"
